,title,genre,day,star,synopsis,director,actor
140,리틀 포레스트,드라마, 2018.02.28. ,9.01,"시험, 연애, 취업… 뭐하나 뜻대로 되지 않는 일상을 잠시 멈추고 고향으로 돌아온 혜원은 오랜 친구인 재하와 은숙을 만난다 남들과는 다른, 자신만의 삶을 살기 위해 고향으로 돌아온 ‘재하’, 평범한 일상에서의 일탈을 꿈꾸는 ‘은숙’과 함께 직접 키운 농작물로 한끼 한끼를 만들어 먹으며 겨울에서 봄, 그리고 여름, 가을을 보내고 다시 겨울을 맞이하게 된 혜원. 그렇게 특별한 사계절을 보내며 고향으로 돌아온 진짜 이유를 깨닫게 된 혜원은 새로운 봄을 맞이하기 위한 첫 발을 내딛는데…",임순례,"['김태리', '류준열', '문소리', '진기주']"
141,스윙키즈,드라마, 2018.12.19. ,8.94,"1951년 한국전쟁, 최대 규모의 거제 포로수용소. 새로 부임해 온 소장은 수용소의 대외적 이미지 메이킹을 위해 전쟁 포로들로 댄스단을 결성하는 프로젝트를 계획한다. 수용소 내 최고 트러블메이커 ‘로기수’(도경수), 무려 4개 국어가 가능한 무허가 통역사 ‘양판래’(박혜수), 잃어버린 아내를 찾기 위해 유명해져야 하는 사랑꾼 ‘강병삼’(오정세), 반전 댄스실력 갖춘 영양실조 춤꾼 ‘샤오팡’(김민호), 그리고 이들의 리더, 전직 브로드웨이 탭댄서 ‘잭슨’(자레드 그라임스)까지 우여곡절 끝에 한 자리에 모인 그들의 이름은 ‘스윙키즈’! 각기 다른 사연을 갖고 춤을 추게 된 그들에게 첫 데뷔 무대가 다가오지만, 국적, 언어, 이념, 춤 실력, 모든 것이 다른 오합지졸 댄스단의 앞날은 캄캄하기만 한데…!",강형철,"['디오', '자레드 그라임스', '박혜수', '오정세']"
142,골든슬럼버,"드라마, 범죄", 2018.02.14. ,6.26,"착하고 성실한 택배기사 ‘건우’(강동원). 최근 모범시민으로 선정되어 유명세를 탄 그에게 고등학교 시절 친구 ‘무열’(윤계상)로부터 연락이 온다. 오랜만에 재회한 반가움도 잠시, 그들 눈 앞에서 유력 대선후보가 폭탄 테러에 의해 암살당하는 사건이 벌어진다. 당황한 건우에게 무열은 이 모든 것은 계획된 것이며, 건우를 암살범으로 만들고 그 자리에서 자폭 시키는 게 조직의 계획이라는 이야기를 전한다. 겨우 현장에서 도망치지만 순식간에 암살자로 지목되어 공개 수배된 건우. CCTV, 지문, 목격자까지 완벽히 조작된 상황, 무열이 남긴 명함 속 인물, 전직 요원인 ‘민씨’(김의성)를 찾은 건우는 그를 통해 사건의 실체를 조금씩 알게 된다. 살아 남기 위해, 그리고 누명을 벗기 위해 필사적으로 맞서는 건우. 하지만 자신이 도망칠수록 오랜 친구인 ‘동규’(김대명), ‘금철’(김성균), ‘선영’(한효주)마저 위험에 빠지게 되는데…",노동석,"['강동원', '김의성', '한효주', '김성균']"
143,램페이지,"액션, 모험", 2018.04.12. ,8.82,"유인원 전문가 ‘데이비스(드웨인 존슨)’는 사람들은 멀리하지만, 어릴 때 구조해서 보살펴 온 영리한 알비노 고릴라 ‘조지’와는 특별한 감정을 공유한다. 어느 날, 유순하기만 하던 조지가 의문의 가스를 흡입하면서 엄청난 괴수로 변해 광란을 벌인다. 재벌기업이 우주에서 무단으로 감행한 ‘프로젝트 램페이지’라는 유전자 조작 실험이 잘못되면서 지구로 3개의 병원체가 추락했던 것. 조지뿐만 아니라 가스를 마신 늑대와 악어 역시 변이시키고 끝도 없이 거대해진 이들 포식자들이 도심을 파괴하며 미국 전역을 쑥대밭으로 만들어 놓는다. 데이비스는 괴수들을 상대로 전지구적인 재앙을 막고 변해버린 조지를 구하기 위한 해독제를 찾아야만 하는데…",브래드 페이튼,"['드웨인 존슨', '제프리 딘 모건', '나오미 해리스', '말린 애커맨']"
144,궁합,"코미디, 드라마", 2018.02.28. ,7.48,"극심한 흉년이 지속되던 조선시대, 송화옹주(심은경)의 혼사만이 가뭄을 해소할 것이라 믿는 왕(김상경)은 대대적인 부마 간택을 실시하고, 조선 최고의 역술가 서도윤(이승기)은 부마 후보들과 송화옹주의 궁합풀이를 맡게 된다. 사나운 팔자로 소문나 과거 혼담을 거절당한 이력의 송화옹주는 얼굴도 모르는 사람을 남편으로 맞이할 수 없다고 판단하고 부마 후보들의 사주단자를 훔쳐 궐 밖으로 나가 후보들을 차례로 염탐하기 시작한다. 송화옹주가 사주단자를 훔친 궁녀라고 오해한 서도윤은 사주단자를 되찾기 위해 그녀의 여정에 함께 하게 되는데.. 야심찬 능력남 윤시경(연우진), 경국지색의 절세미남 강휘(강민혁), 효심 지극한 매너남 남치호(최우식)에 대세 연하남까지! 조선의 팔자를 바꿀 최고의 합(合)을 찾아라!",홍창표,"['심은경', '이승기', '김상경', '연우진']"
145,오션스8,"액션, 범죄", 2018.06.13. ,8.37,"전 애인의 배신으로 5년간 감옥에서 썩은 ‘데비 오션’(산드라 블록)은 가석방되자마자 믿음직한 동료 ‘루’(케이트 블란쳇)와 함께 새로운 작전을 계획한다. 그들의 목표는 바로, 뉴욕 메트로폴리탄 박물관에서 열리는 미국 최대 패션 행사인 메트 갈라에 참석하는 톱스타 ‘다프네’(앤 해서웨이)의 목에 걸린 1천 5백억 원의 다이아몬드 목걸이를 훔치는 것! 디자이너부터 보석전문가, 소매치기와 해커까지, 전격 결성된 각 분야 전문가들이 마침내 실행에 나서는데… 기가 막힌 작전, 그 뒤에 또 다른 목적 화끈하게 훔치고 시원하게 갚는다!",게리 로스,"['산드라 블록', '케이트 블란쳇', '앤 해서웨이', '민디 캘링']"
146,사라진 밤,스릴러, 2018.03.07. ,7.94,"아내(김희애)를 살해하고 완전범죄를 계획한 남편(김강우). 몇 시간 후, 국과수 사체보관실에서 그녀의 시체가 흔적도 없이 사라진다. 그리고 남편에게 도착한 문자 한 통. ""우리의 비밀을 묻은 곳에서 기다릴게"" 남편을 의심하기 시작한 형사(김상경)와 이 모든 것이 아내의 계획이라고 주장하는 남편. 그녀는 정말 죽은 걸까? 사라진 걸까?",이창희,"['김상경', '김강우', '김희애', '한지안']"
147,바람 바람 바람,코미디, 2018.04.05. ,6.65,"""왜 사랑을 해도, 결혼을 해도 외로운 거죠?"" 끝도 없이 사랑 받고 싶은 철부지 어른들이 온다! 20년 경력을 자랑하는 ‘바람’의 전설 '석근'(이성민)은 SNS와 사랑에 빠진 여동생 '미영'(송지효)의 남편 '봉수'(신하균)를 ‘바람’의 세계로 인도한다. 하지만 세 사람 앞에 나타난 치명적인 매력의 소유자 '제니'(이엘)의 등장으로 네 사람의 인생은 걷잡을 수 없이 꼬여만 가고... 갈수록 환장, 들키면 끝장 뭘해도 외로운 어른들을 위한 코미디가 온다!",이병헌,"['이성민', '신하균', '송지효', '이엘']"
148,챔피언,드라마, 2018.05.01. ,7.47,"미국 로스엔젤레스, 한 때 팔씨름 세계 챔피언을 꿈꿨지만 지금은 클럽에서 일하는 ‘마크’(마동석)는 자칭 최고의 스포츠 에이전트 ‘진기’(권율)의 설득에 한국으로 돌아온다. “나한테는 팔씨름 밖에 없었어… 나 믿어!” 멈췄던 팔뚝이 다시 뛰기 시작한 ‘마크’. '진기'에게서 귀국 선물(?)로 받은 오래 전 헤어진 엄마 주소를 찾아가지만 그곳엔 엄마 대신 본 적 없는 여동생 ‘수진’(한예리)과 두 아이 ‘쭌쭌남매’가 떡하니 살고 있는데… 잡는 순간 모두 넘긴다! 챔피언을 향한 어메이징 뒤집기 한 판이 시작된다!",김용완,"['마동석', '권율', '한예리', '최승훈']"
149,퍼시픽 림: 업라이징,"액션, 모험, SF", 2018.03.21. ,7.95,"전 세계를 초토화시켰던 전쟁 이후, 지구 종말의 위기가 다시 찾아온다. 더 강력하게 진화한 적들의 공격이 인류의 재앙을 불러오고 최정예 파일럿과 업그레이드 된 거대 로봇 ‘예거’ 군단은 사상 최대의 반격을 시작한다. 하지만, 아무도 예상치 못했던 또 다른 적의 등장으로 인류는 전대미문의 위기에 봉착하게 되는데…",스티븐 S. 드나이트,"['존 보예가', '스콧 이스트우드', '케일리 스패니', '아드리아 아르조나']"
150,몬스터 호텔 3,"애니메이션, 코미디, 가족, 판타지", 2018.08.08. ,8.69,"평생 몬스터 호텔을 지키며 단 하루도 쉴 틈이 없었던 몬스터 호텔 주인 드라큘라 ‘드락’. 아빠의 생애 첫 휴가를 위해 딸 ‘마비스’는 일생일대 크루즈 가족 여행을 계획하고, 여름을 맞이한 몬스터 호텔 가족들은 인간 세상으로 생애 첫 바캉스를 떠난다. 시작부터 좌충우돌인 바캉스에서 ‘드락’은 미모의 크루즈 선장 ‘에리카’에게 첫눈에 반하고, 급기야 그녀의 무시무시한 비밀이 밝혀지면서 완벽했던 몬스터 호텔 가족들의 휴가는 오싹한 악몽으로 뒤바뀌는데! 그래서 진짜 휴가는 언제 가는 거죠?",젠디 타타코브스키,"['아담 샌들러', '셀레나 고메즈', '앤디 샘버그', '스티브 부세미']"
151,더 넌,공포, 2018.09.19. ,7.37,루마니아의 젊은 수녀가 자살하는 사건을 의뢰 받아 바티칸에서 파견된 버크 신부와 아이린 수녀가 수녀원을 조사하면서 충격적인 악령의 실체와 만나게 되는 이야기를 그린다.,코린 하디,"['타이사 파미가', '데미안 비쉬어', '보니 아론스', '샬롯 호프']"
152,스카이스크래퍼,"액션, 범죄, 드라마", 2018.07.11. ,8.65,"세계 최고층 빌딩, 사상 최대의 재난 역대 최악의 테러 집단을 향한 불꽃같은 그의 분노가 폭발한다!", 로슨 마샬 터버,"[' 드웨인 존슨', ' 니브 캠벨', ' 노아 테일러', ' 로랜드 몰러', ' 파블로 쉬레이버']"
153,염력,코미디, 2018.01.31. ,6.18,"평범한 은행 경비원 ‘석헌’(류승룡). 어느 날 갑자기 그의 몸에 이상한 변화가 찾아온다. 생각만으로 물건을 움직이는 놀라운 능력, 바로 염력이 생긴 것. 한편, ‘민사장’(김민재)과 ‘홍상무’(정유미)에 의해 ‘석헌’의 딸, 청년 사장 ‘루미’(심은경)와 이웃들이 위기에 처하게 되고... ‘석헌’과 ‘루미’, 그리고 변호사 ‘정현’(박정민)이 그들에 맞서며 놀라운 일이 펼쳐지는데...! 어제까진 초평범, 하루아침에 초능력 이제 그의 염력이 폭발한다!",연상호,"['류승룡', '심은경', '박정민', '김민재']"
154,월요일이 사라졌다,"액션, 범죄, 모험", 2018.02.22. ,8.5,"이들을 몰래 키우기로 결심한 외할아버지 ‘테렌스 셋맨’(윌렘 대포)은 먼데이, 튜즈데이, 웬즈데이, 써스데이, 프라이데이, 새터데이, 선데이라는 이름을 지어주고 쌍둥이들이 발각되지 않고 모두 살아 남을 수 있도록 엄격한 규칙을 만든다. 첫째. ‘카렌 셋맨’이라는 하나의 이름으로 살 것. 둘째. 자신의 이름과 같은 요일에만 외출할 것. 셋째. 외출해서 한 일은 모두에게 공유할 것. 어느 월요일 저녁, 평소처럼 출근했던 ‘먼데이’가 연락도 없이 사라지고 정부의 비밀 조직이 이들의 은신처에 갑자기 들이닥치는데… 더 이상 하나의 이름 뒤에 숨어있을 수 없는 일곱 쌍둥이들의 목숨을 건 팀플레이 액션이 시작된다!",토미 위르콜라,"['누미 라파스', '윌렘 대포', '글렌 클로즈', '마르완 켄자리']"
155,인랑,"SF, 액션", 2018.07.25. ,5.26,"남북한 정부가 통일준비 5개년 계획을 선포한 후, 강대국의 경제 제재가 이어지고, 민생이 악화되는 등 지옥 같은 시간이 이어지고 있는 혼돈의 2029년. 통일에 반대하는 반정부 무장테러단체 ‘섹트’가 등장하자 ‘섹트’를 진압하기 위해 설립된 대통령 직속의 새로운 경찰조직 ‘특기대’가 정국의 주도권을 장악한다. 이에 입지가 줄어든 정보기관 ‘공안부’는 ‘특기대’를 말살할 음모를 꾸민다. 절대 권력기관 간의 피비린내 나는 암투 사이, ‘특기대’ 내 비밀조직 ‘인랑’에 대한 소문이 떠도는데… 늑대로 불린 인간병기 '인랑'",김지운,"['강동원', '한효주', '정우성', '김무열']"
156,극장판 헬로카봇 : 백악기 시대,애니메이션, 2018.08.01. ,9.31,"이유를 알아보기 위해 백악기 시대로 시간 이동을 한 차탄! 그곳에서 새로운 비밀친구 공룡카봇을 만나게 되고, 엄청난 에너지를 가진 응가암을 둘러싼 소동이 펼쳐지는데! 차탄과 공룡카봇들이 펼치는 백악기 시대의 놀라운 모험속으로!",최신규,"['김진철', '이지현', '김용준', '양정화']"
157,레슬러,"드라마, 코미디", 2018.05.09. ,6.42,"과거 레슬링 국가대표였지만 특기는 살림, 취미는 아들 자랑, 남은 것은 주부 습진뿐인 프로 살림러 ‘귀보’(유해진). 그의 유일한 꿈은 촉망받는 레슬러 아들 ‘성웅’(김민재)이 금메달리스트가 되는 것이다. 오늘도 자신은 찬밥을 먹으며 아들에게는 따뜻한 아침밥을 챙겨주고 레슬링 체육관에서 아줌마들에게 신나게 에어로빅을 가르치던 ‘귀보’는 국가대표 선발전을 앞두고 훈련에 나가지 않겠다는 ‘성웅’의 청천벽력 같은 이야길 듣게 된다. 갑작스런 아들의 반항에 당황한 귀보. 설상가상으로 ‘엄마’(나문희)의 잔소리는 더욱 거세지고, 윗집 이웃이자 성웅의 소꿉친구 ‘가영’(이성경)은 귀보에게 엉뚱한 고백을 쏟아낸다. 거기에 소개팅으로 만난 의사 ‘도나’(황우슬혜)의 막무가내 대시까지. 평화롭던 일상이 순식간에 뒤집힌 귀보씨는 혼란에 빠지기 시작하는데… 전직 레슬러에서 프로 살림러가 된 지 20년 평화롭던 귀보씨의 일상이 유쾌하게 뒤집힌다!",김대웅,"['유해진', '김민재', '이성경', '나문희']"
158,상류사회,드라마, 2018.08.29. ,5.65,"학생들에게 인기와 존경을 동시에 받는 경제학 교수 ‘태준’(박해일)은 우연한 기회를 통해 촉망받는 정치 신인으로 국회의원 선거에 출마하게 된다. 한편 그의 아내이자 미래미술관의 부관장 ‘수연’(수애)은 재개관전을 통해 관장 자리에 오르려 한다. 그러나 ‘수연’의 미술품 거래와 ‘태준’의 선거 출마 뒤에 미래그룹과 민국당의 어두운 거래가 있었다는 것이 밝혀지고 두 사람은 완벽한 상류사회 입성을 눈앞에 두고 위기에 처한다. 이 기회를 절대 놓칠 수 없는 ‘태준’과 ‘수연’ 부부는 민국당과 미래그룹에게 새로운 거래를 제안하게 되는데... 가장 아름답지만 가장 추악한 곳, 그곳으로 들어간다!",변혁,"['박해일', '수애', '윤제문', '라미란']"
